Palavras-chave	Data e Hora	Fonte	Identificação do Evento	Categoria da Tarefa
Sucesso da Auditoria	26/02/2023 18:56:49	Microsoft-Windows-Security-Auditing	4608	Security State Change	"Windows está iniciando.

Este evento é registrado quando o LSASS.EXE inicia e o subsistema de auditoria é inicializado."
Sucesso da Auditoria	26/02/2023 18:56:49	Microsoft-Windows-Security-Auditing	4688	Process Creation	"Um novo processo foi criado.

Entidade do Criador:
	ID de Segurança:		SISTEMA
	Nome da Conta:		-
	Domínio da Conta:		-
	ID de Logon:		0x3E7

Entidade de Destino:
	ID de Segurança:		NULL SID
	Nome da Conta:		-
	Domínio da Conta:		-
	ID de Logon:		0x0

v:
	ID do Novo Processo:		0x280
	Nome do Novo Processo:	C:\Windows\System32\lsass.exe
	Tipo de Elevação do Token:	%%1936
	Rótulo Obrigatório:		Rótulo Obrigatório\Nível Obrigatório do Sistema
	ID de Processo do Criador:	0x1ec
	Nome do Processo do Criador:	C:\Windows\System32\wininit.exe
	Linha de Comando do Processo:	

Tipo de Elevação do Token indica o tipo de token atribuído ao novo processo, de acordo com a política do Controle de Conta de Usuário.

Tipo 1 é um token completo, sem privilégios removidos ou grupos desabilitados. O token completo será usado somente se o Controle de Conta de Usuário estiver desabilitado ou se o usuário tiver a conta de Administrador interno ou uma conta de serviço.

Tipo 2 é um token elevado sem privilégios removidos ou grupos desabilitados. Um token elevado é usado quando o Controle de Conta de Usuário está habilitado e o usuário opta por iniciar o programa usando Executar como administrador. O token elevado também é usado quando um aplicativo é configurado para sempre exigir privilégio administrativo ou privilégio máximo, e o usuário for membro do grupo Administradores.

Tipo 3 é um token limitado com privilégios administrativos removidos e grupos administrativos desabilitados. O token limitado é usado quando o Controle de Conta de Usuário está habilitado, o aplicativo não exige privilégio administrativo e o usuário não opta por iniciar o programa usando Executar como administrado."
Sucesso da Auditoria	26/02/2023 18:56:48	Microsoft-Windows-Security-Auditing	4688	Process Creation	"Um novo processo foi criado.

Entidade do Criador:
	ID de Segurança:		SISTEMA
	Nome da Conta:		-
	Domínio da Conta:		-
	ID de Logon:		0x3E7

Entidade de Destino:
	ID de Segurança:		NULL SID
	Nome da Conta:		-
	Domínio da Conta:		-
	ID de Logon:		0x0

v:
	ID do Novo Processo:		0x254
	Nome do Novo Processo:	C:\Windows\System32\services.exe
	Tipo de Elevação do Token:	%%1936
	Rótulo Obrigatório:		Rótulo Obrigatório\Nível Obrigatório do Sistema
	ID de Processo do Criador:	0x1ec
	Nome do Processo do Criador:	C:\Windows\System32\wininit.exe
	Linha de Comando do Processo:	

Tipo de Elevação do Token indica o tipo de token atribuído ao novo processo, de acordo com a política do Controle de Conta de Usuário.

Tipo 1 é um token completo, sem privilégios removidos ou grupos desabilitados. O token completo será usado somente se o Controle de Conta de Usuário estiver desabilitado ou se o usuário tiver a conta de Administrador interno ou uma conta de serviço.

Tipo 2 é um token elevado sem privilégios removidos ou grupos desabilitados. Um token elevado é usado quando o Controle de Conta de Usuário está habilitado e o usuário opta por iniciar o programa usando Executar como administrador. O token elevado também é usado quando um aplicativo é configurado para sempre exigir privilégio administrativo ou privilégio máximo, e o usuário for membro do grupo Administradores.

Tipo 3 é um token limitado com privilégios administrativos removidos e grupos administrativos desabilitados. O token limitado é usado quando o Controle de Conta de Usuário está habilitado, o aplicativo não exige privilégio administrativo e o usuário não opta por iniciar o programa usando Executar como administrado."
Sucesso da Auditoria	26/02/2023 18:56:48	Microsoft-Windows-Security-Auditing	4688	Process Creation	"Um novo processo foi criado.

Entidade do Criador:
	ID de Segurança:		SISTEMA
	Nome da Conta:		-
	Domínio da Conta:		-
	ID de Logon:		0x3E7

Entidade de Destino:
	ID de Segurança:		NULL SID
	Nome da Conta:		-
	Domínio da Conta:		-
	ID de Logon:		0x0

v:
	ID do Novo Processo:		0x24c
	Nome do Novo Processo:	C:\Windows\System32\winlogon.exe
	Tipo de Elevação do Token:	%%1936
	Rótulo Obrigatório:		Rótulo Obrigatório\Nível Obrigatório do Sistema
	ID de Processo do Criador:	0x1e4
	Nome do Processo do Criador:	C:\Windows\System32\smss.exe
	Linha de Comando do Processo:	

Tipo de Elevação do Token indica o tipo de token atribuído ao novo processo, de acordo com a política do Controle de Conta de Usuário.

Tipo 1 é um token completo, sem privilégios removidos ou grupos desabilitados. O token completo será usado somente se o Controle de Conta de Usuário estiver desabilitado ou se o usuário tiver a conta de Administrador interno ou uma conta de serviço.

Tipo 2 é um token elevado sem privilégios removidos ou grupos desabilitados. Um token elevado é usado quando o Controle de Conta de Usuário está habilitado e o usuário opta por iniciar o programa usando Executar como administrador. O token elevado também é usado quando um aplicativo é configurado para sempre exigir privilégio administrativo ou privilégio máximo, e o usuário for membro do grupo Administradores.

Tipo 3 é um token limitado com privilégios administrativos removidos e grupos administrativos desabilitados. O token limitado é usado quando o Controle de Conta de Usuário está habilitado, o aplicativo não exige privilégio administrativo e o usuário não opta por iniciar o programa usando Executar como administrado."
Sucesso da Auditoria	26/02/2023 18:56:48	Microsoft-Windows-Security-Auditing	4688	Process Creation	"Um novo processo foi criado.

Entidade do Criador:
	ID de Segurança:		SISTEMA
	Nome da Conta:		-
	Domínio da Conta:		-
	ID de Logon:		0x3E7

Entidade de Destino:
	ID de Segurança:		NULL SID
	Nome da Conta:		-
	Domínio da Conta:		-
	ID de Logon:		0x0

v:
	ID do Novo Processo:		0x1fc
	Nome do Novo Processo:	C:\Windows\System32\csrss.exe
	Tipo de Elevação do Token:	%%1936
	Rótulo Obrigatório:		Rótulo Obrigatório\Nível Obrigatório do Sistema
	ID de Processo do Criador:	0x1e4
	Nome do Processo do Criador:	C:\Windows\System32\smss.exe
	Linha de Comando do Processo:	

Tipo de Elevação do Token indica o tipo de token atribuído ao novo processo, de acordo com a política do Controle de Conta de Usuário.

Tipo 1 é um token completo, sem privilégios removidos ou grupos desabilitados. O token completo será usado somente se o Controle de Conta de Usuário estiver desabilitado ou se o usuário tiver a conta de Administrador interno ou uma conta de serviço.

Tipo 2 é um token elevado sem privilégios removidos ou grupos desabilitados. Um token elevado é usado quando o Controle de Conta de Usuário está habilitado e o usuário opta por iniciar o programa usando Executar como administrador. O token elevado também é usado quando um aplicativo é configurado para sempre exigir privilégio administrativo ou privilégio máximo, e o usuário for membro do grupo Administradores.

Tipo 3 é um token limitado com privilégios administrativos removidos e grupos administrativos desabilitados. O token limitado é usado quando o Controle de Conta de Usuário está habilitado, o aplicativo não exige privilégio administrativo e o usuário não opta por iniciar o programa usando Executar como administrado."
Sucesso da Auditoria	26/02/2023 18:56:48	Microsoft-Windows-Security-Auditing	4688	Process Creation	"Um novo processo foi criado.

Entidade do Criador:
	ID de Segurança:		SISTEMA
	Nome da Conta:		-
	Domínio da Conta:		-
	ID de Logon:		0x3E7

Entidade de Destino:
	ID de Segurança:		NULL SID
	Nome da Conta:		-
	Domínio da Conta:		-
	ID de Logon:		0x0

v:
	ID do Novo Processo:		0x1ec
	Nome do Novo Processo:	C:\Windows\System32\wininit.exe
	Tipo de Elevação do Token:	%%1936
	Rótulo Obrigatório:		Rótulo Obrigatório\Nível Obrigatório do Sistema
	ID de Processo do Criador:	0x18c
	Nome do Processo do Criador:	C:\Windows\System32\smss.exe
	Linha de Comando do Processo:	

Tipo de Elevação do Token indica o tipo de token atribuído ao novo processo, de acordo com a política do Controle de Conta de Usuário.

Tipo 1 é um token completo, sem privilégios removidos ou grupos desabilitados. O token completo será usado somente se o Controle de Conta de Usuário estiver desabilitado ou se o usuário tiver a conta de Administrador interno ou uma conta de serviço.

Tipo 2 é um token elevado sem privilégios removidos ou grupos desabilitados. Um token elevado é usado quando o Controle de Conta de Usuário está habilitado e o usuário opta por iniciar o programa usando Executar como administrador. O token elevado também é usado quando um aplicativo é configurado para sempre exigir privilégio administrativo ou privilégio máximo, e o usuário for membro do grupo Administradores.

Tipo 3 é um token limitado com privilégios administrativos removidos e grupos administrativos desabilitados. O token limitado é usado quando o Controle de Conta de Usuário está habilitado, o aplicativo não exige privilégio administrativo e o usuário não opta por iniciar o programa usando Executar como administrado."
Sucesso da Auditoria	26/02/2023 18:56:48	Microsoft-Windows-Security-Auditing	4688	Process Creation	"Um novo processo foi criado.

Entidade do Criador:
	ID de Segurança:		SISTEMA
	Nome da Conta:		-
	Domínio da Conta:		-
	ID de Logon:		0x3E7

Entidade de Destino:
	ID de Segurança:		NULL SID
	Nome da Conta:		-
	Domínio da Conta:		-
	ID de Logon:		0x0

v:
	ID do Novo Processo:		0x1e4
	Nome do Novo Processo:	C:\Windows\System32\smss.exe
	Tipo de Elevação do Token:	%%1936
	Rótulo Obrigatório:		Rótulo Obrigatório\Nível Obrigatório do Sistema
	ID de Processo do Criador:	0x128
	Nome do Processo do Criador:	C:\Windows\System32\smss.exe
	Linha de Comando do Processo:	

Tipo de Elevação do Token indica o tipo de token atribuído ao novo processo, de acordo com a política do Controle de Conta de Usuário.

Tipo 1 é um token completo, sem privilégios removidos ou grupos desabilitados. O token completo será usado somente se o Controle de Conta de Usuário estiver desabilitado ou se o usuário tiver a conta de Administrador interno ou uma conta de serviço.

Tipo 2 é um token elevado sem privilégios removidos ou grupos desabilitados. Um token elevado é usado quando o Controle de Conta de Usuário está habilitado e o usuário opta por iniciar o programa usando Executar como administrador. O token elevado também é usado quando um aplicativo é configurado para sempre exigir privilégio administrativo ou privilégio máximo, e o usuário for membro do grupo Administradores.

Tipo 3 é um token limitado com privilégios administrativos removidos e grupos administrativos desabilitados. O token limitado é usado quando o Controle de Conta de Usuário está habilitado, o aplicativo não exige privilégio administrativo e o usuário não opta por iniciar o programa usando Executar como administrado."
Sucesso da Auditoria	26/02/2023 18:56:48	Microsoft-Windows-Security-Auditing	4688	Process Creation	"Um novo processo foi criado.

Entidade do Criador:
	ID de Segurança:		SISTEMA
	Nome da Conta:		-
	Domínio da Conta:		-
	ID de Logon:		0x3E7

Entidade de Destino:
	ID de Segurança:		NULL SID
	Nome da Conta:		-
	Domínio da Conta:		-
	ID de Logon:		0x0

v:
	ID do Novo Processo:		0x198
	Nome do Novo Processo:	C:\Windows\System32\csrss.exe
	Tipo de Elevação do Token:	%%1936
	Rótulo Obrigatório:		Rótulo Obrigatório\Nível Obrigatório do Sistema
	ID de Processo do Criador:	0x18c
	Nome do Processo do Criador:	C:\Windows\System32\smss.exe
	Linha de Comando do Processo:	

Tipo de Elevação do Token indica o tipo de token atribuído ao novo processo, de acordo com a política do Controle de Conta de Usuário.

Tipo 1 é um token completo, sem privilégios removidos ou grupos desabilitados. O token completo será usado somente se o Controle de Conta de Usuário estiver desabilitado ou se o usuário tiver a conta de Administrador interno ou uma conta de serviço.

Tipo 2 é um token elevado sem privilégios removidos ou grupos desabilitados. Um token elevado é usado quando o Controle de Conta de Usuário está habilitado e o usuário opta por iniciar o programa usando Executar como administrador. O token elevado também é usado quando um aplicativo é configurado para sempre exigir privilégio administrativo ou privilégio máximo, e o usuário for membro do grupo Administradores.

Tipo 3 é um token limitado com privilégios administrativos removidos e grupos administrativos desabilitados. O token limitado é usado quando o Controle de Conta de Usuário está habilitado, o aplicativo não exige privilégio administrativo e o usuário não opta por iniciar o programa usando Executar como administrado."
Sucesso da Auditoria	26/02/2023 18:56:48	Microsoft-Windows-Security-Auditing	4688	Process Creation	"Um novo processo foi criado.

Entidade do Criador:
	ID de Segurança:		SISTEMA
	Nome da Conta:		-
	Domínio da Conta:		-
	ID de Logon:		0x3E7

Entidade de Destino:
	ID de Segurança:		NULL SID
	Nome da Conta:		-
	Domínio da Conta:		-
	ID de Logon:		0x0

v:
	ID do Novo Processo:		0x18c
	Nome do Novo Processo:	C:\Windows\System32\smss.exe
	Tipo de Elevação do Token:	%%1936
	Rótulo Obrigatório:		Rótulo Obrigatório\Nível Obrigatório do Sistema
	ID de Processo do Criador:	0x128
	Nome do Processo do Criador:	C:\Windows\System32\smss.exe
	Linha de Comando do Processo:	

Tipo de Elevação do Token indica o tipo de token atribuído ao novo processo, de acordo com a política do Controle de Conta de Usuário.

Tipo 1 é um token completo, sem privilégios removidos ou grupos desabilitados. O token completo será usado somente se o Controle de Conta de Usuário estiver desabilitado ou se o usuário tiver a conta de Administrador interno ou uma conta de serviço.

Tipo 2 é um token elevado sem privilégios removidos ou grupos desabilitados. Um token elevado é usado quando o Controle de Conta de Usuário está habilitado e o usuário opta por iniciar o programa usando Executar como administrador. O token elevado também é usado quando um aplicativo é configurado para sempre exigir privilégio administrativo ou privilégio máximo, e o usuário for membro do grupo Administradores.

Tipo 3 é um token limitado com privilégios administrativos removidos e grupos administrativos desabilitados. O token limitado é usado quando o Controle de Conta de Usuário está habilitado, o aplicativo não exige privilégio administrativo e o usuário não opta por iniciar o programa usando Executar como administrado."
Sucesso da Auditoria	26/02/2023 18:56:46	Microsoft-Windows-Security-Auditing	4688	Process Creation	"Um novo processo foi criado.

Entidade do Criador:
	ID de Segurança:		SISTEMA
	Nome da Conta:		-
	Domínio da Conta:		-
	ID de Logon:		0x3E7

Entidade de Destino:
	ID de Segurança:		NULL SID
	Nome da Conta:		-
	Domínio da Conta:		-
	ID de Logon:		0x0

v:
	ID do Novo Processo:		0x14c
	Nome do Novo Processo:	C:\Windows\System32\autochk.exe
	Tipo de Elevação do Token:	%%1936
	Rótulo Obrigatório:		Rótulo Obrigatório\Nível Obrigatório do Sistema
	ID de Processo do Criador:	0x128
	Nome do Processo do Criador:	C:\Windows\System32\smss.exe
	Linha de Comando do Processo:	

Tipo de Elevação do Token indica o tipo de token atribuído ao novo processo, de acordo com a política do Controle de Conta de Usuário.

Tipo 1 é um token completo, sem privilégios removidos ou grupos desabilitados. O token completo será usado somente se o Controle de Conta de Usuário estiver desabilitado ou se o usuário tiver a conta de Administrador interno ou uma conta de serviço.

Tipo 2 é um token elevado sem privilégios removidos ou grupos desabilitados. Um token elevado é usado quando o Controle de Conta de Usuário está habilitado e o usuário opta por iniciar o programa usando Executar como administrador. O token elevado também é usado quando um aplicativo é configurado para sempre exigir privilégio administrativo ou privilégio máximo, e o usuário for membro do grupo Administradores.

Tipo 3 é um token limitado com privilégios administrativos removidos e grupos administrativos desabilitados. O token limitado é usado quando o Controle de Conta de Usuário está habilitado, o aplicativo não exige privilégio administrativo e o usuário não opta por iniciar o programa usando Executar como administrado."
Sucesso da Auditoria	26/02/2023 18:56:45	Microsoft-Windows-Security-Auditing	4688	Process Creation	"Um novo processo foi criado.

Entidade do Criador:
	ID de Segurança:		SISTEMA
	Nome da Conta:		-
	Domínio da Conta:		-
	ID de Logon:		0x3E7

Entidade de Destino:
	ID de Segurança:		NULL SID
	Nome da Conta:		-
	Domínio da Conta:		-
	ID de Logon:		0x0

v:
	ID do Novo Processo:		0x128
	Nome do Novo Processo:	C:\Windows\System32\smss.exe
	Tipo de Elevação do Token:	%%1936
	Rótulo Obrigatório:		Rótulo Obrigatório\Nível Obrigatório do Sistema
	ID de Processo do Criador:	0x4
	Nome do Processo do Criador:	
	Linha de Comando do Processo:	

Tipo de Elevação do Token indica o tipo de token atribuído ao novo processo, de acordo com a política do Controle de Conta de Usuário.

Tipo 1 é um token completo, sem privilégios removidos ou grupos desabilitados. O token completo será usado somente se o Controle de Conta de Usuário estiver desabilitado ou se o usuário tiver a conta de Administrador interno ou uma conta de serviço.

Tipo 2 é um token elevado sem privilégios removidos ou grupos desabilitados. Um token elevado é usado quando o Controle de Conta de Usuário está habilitado e o usuário opta por iniciar o programa usando Executar como administrador. O token elevado também é usado quando um aplicativo é configurado para sempre exigir privilégio administrativo ou privilégio máximo, e o usuário for membro do grupo Administradores.

Tipo 3 é um token limitado com privilégios administrativos removidos e grupos administrativos desabilitados. O token limitado é usado quando o Controle de Conta de Usuário está habilitado, o aplicativo não exige privilégio administrativo e o usuário não opta por iniciar o programa usando Executar como administrado."
Sucesso da Auditoria	26/02/2023 18:56:45	Microsoft-Windows-Security-Auditing	4826	Other Policy Change Events	"Dados de Configuração de Inicialização carregados.

Assunto:
	ID de Segurança:		SISTEMA
	Nome da Conta:		-
	Domínio da Conta:		-
	ID do Logon:		0x3E7

Configurações Gerais:
	Opções de Carregamento:		-
	Opções Avançadas:		Não
	Política de Configuração de Acesso:	Padrão
	Log de Eventos do Sistema:	Não
	Depuração de Kernel:	Não
	Tempo de Inicialização de VSM:	Desativado

Configurações de Assinatura:
	Assinatura de Teste:		Não
	Assinatura de Flight:		Não
	Desativar Verificações de Integridade:	Não

Configurações do HyperVisor:
	Opções de Carregamento do HyperVisor:	-
	Tipo de Inicialização do HyperVisor:	Desativado
	Depuração do HyperVisor:	Não"
Sucesso da Auditoria	26/02/2023 18:56:45	Microsoft-Windows-Security-Auditing	4696	Process Creation	"Um token primário foi atribuído ao processo.

Requerente:
	Identificação de segurança:		SISTEMA
	Nome da conta:		-
	Domínio da conta:		-
	Identificação de logon:		0x3E7

Informações do processo:
	Identificação do processo:	0x4
	Nome do processo:	

Processo de destino:
	Identificação do processo de destino:	0x5c
	Nome do processo de destino:	Registry

Informações do novo token:
	Identificação de segurança:		NULL SID
	Nome da conta:		-
	Domínio da conta:		-
	Identificação de logon:		0x3E7"
Sucesso da Auditoria	26/02/2023 18:56:45	Microsoft-Windows-Security-Auditing	4688	Process Creation	"Um novo processo foi criado.

Entidade do Criador:
	ID de Segurança:		SISTEMA
	Nome da Conta:		-
	Domínio da Conta:		-
	ID de Logon:		0x3E7

Entidade de Destino:
	ID de Segurança:		NULL SID
	Nome da Conta:		-
	Domínio da Conta:		-
	ID de Logon:		0x0

v:
	ID do Novo Processo:		0x5c
	Nome do Novo Processo:	Registry
	Tipo de Elevação do Token:	%%1936
	Rótulo Obrigatório:		Rótulo Obrigatório\Nível Obrigatório do Sistema
	ID de Processo do Criador:	0x4
	Nome do Processo do Criador:	
	Linha de Comando do Processo:	

Tipo de Elevação do Token indica o tipo de token atribuído ao novo processo, de acordo com a política do Controle de Conta de Usuário.

Tipo 1 é um token completo, sem privilégios removidos ou grupos desabilitados. O token completo será usado somente se o Controle de Conta de Usuário estiver desabilitado ou se o usuário tiver a conta de Administrador interno ou uma conta de serviço.

Tipo 2 é um token elevado sem privilégios removidos ou grupos desabilitados. Um token elevado é usado quando o Controle de Conta de Usuário está habilitado e o usuário opta por iniciar o programa usando Executar como administrador. O token elevado também é usado quando um aplicativo é configurado para sempre exigir privilégio administrativo ou privilégio máximo, e o usuário for membro do grupo Administradores.

Tipo 3 é um token limitado com privilégios administrativos removidos e grupos administrativos desabilitados. O token limitado é usado quando o Controle de Conta de Usuário está habilitado, o aplicativo não exige privilégio administrativo e o usuário não opta por iniciar o programa usando Executar como administrado."
Sucesso da Auditoria	26/02/2023 11:24:39	Microsoft-Windows-Security-Auditing	4672	Special Logon	"Privilégios especiais atribuídos a um novo logon.

Requerente:
	Identificação de segurança:		SISTEMA
	Nome da conta:		SISTEMA
	Domínio da conta:		AUTORIDADE NT
	Identificação de logon:		0x3E7

Privilégios:		SeAssignPrimaryTokenPrivilege
			SeTcbPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeDebugPrivilege
			SeAuditPrivilege
			SeSystemEnvironmentPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege"
Sucesso da Auditoria	26/02/2023 11:24:39	Microsoft-Windows-Security-Auditing	4624	Logon	"O logon de uma conta foi efetuado com êxito.

Entidade:
	ID de Segurança:		SISTEMA
	Nome da Conta:		DESKTOP-C71QBS4$
	Domínio da Conta:		WORKGROUP
	ID de Logon:		0x3E7

Informações de Logon:
	Tipo de Logon:		5
	Modo de Admin Restrito:	-
	Conta Virtual:		Não
	Token Elevado:		Sim

Nível de Representação:		Representação

Novo Logon:
	ID de Segurança:		SISTEMA
	Nome da Conta:		SISTEMA
	Domínio da Conta:		AUTORIDADE NT
	ID de Logon:		0x3E7
	ID de Logon Vinculado:		0x0
	Nome da Conta de Rede:	-
	Domínio da Conta de Rede:	-
	GUID de Logon:		{00000000-0000-0000-0000-000000000000}

Informações do Processo:
	ID do Processo:		0x284
	Nome do Processo:		C:\Windows\System32\services.exe

Informações da Rede:
	Nome da Estação de Trabalho:	-
	Endereço da Rede de Origem:	-
	Porta de Origem:		-

Informações Detalhadas de Autenticação:
	Processo de Logon:		Advapi  
	Pacote de Autenticação:	Negotiate
	Serviços Transitados:	-
	Nome do Pacote (somente NTLM):	-
	Comprimento da Chave:		0

Este evento é gerado ao criar uma sessão de logon. Ele é gerado no computador acessado.

Os campos de entidade indicam a conta no sistema local que solicitou o logon. Em geral, é um serviço, como o Serviço de servidor, ou um processo local, como Winlogon.exe ou Services.exe.

O campo de tipo de logon indica o tipo de logon realizado. Os tipos mais comuns são 2 (interativo) e 3 (rede).

Os campos Novo Logon indicam a conta para a qual o novo logon foi criado, ou seja, a conta que efetuou o logon.

Os campos de rede indicam o local onde a solicitação de logon foi originada. O nome da estação de trabalho nem sempre está disponível e, em alguns casos, pode ficar em branco.

O campo de nível de representação indica a extensão em que um processo na sessão de logon pode representar.

Os campos de informações de autenticação fornecem informações detalhadas sobre esta solicitação de logon específica.
	- GUID de Logon é um identificador exclusivo que pode ser usado para correlacionar esse evento a um evento KDC.
	- Serviços transitados indicam quais serviços intermediários participaram da solicitação de logon.
	- O nome do pacote indica qual subprotocolo, entre os protocolos NTLM, foi utilizado.
	- O comprimento da chave indica o comprimento da chave de sessão gerada. Será 0 se nenhuma chave de sessão tiver sido solicitada."
Sucesso da Auditoria	26/02/2023 11:24:39	Microsoft-Windows-Security-Auditing	4798	User Account Management	"A associação a um grupo local do usuário foi enumerada.

Entidade:
	ID de Segurança:		SISTEMA
	Nome da Conta:		DESKTOP-C71QBS4$
	Domínio da Conta:		WORKGROUP
	ID de Logon:		0x3E7

Usuário:
	ID de Segurança:		DESKTOP-C71QBS4\WDAGUtilityAccount
	Nome da Conta:		WDAGUtilityAccount
	Domínio da Conta:		DESKTOP-C71QBS4

Informações do Processo:
	ID do Processo:		0x5ac
	Nome do Processo:		C:\Windows\System32\svchost.exe"
Sucesso da Auditoria	26/02/2023 11:24:39	Microsoft-Windows-Security-Auditing	4798	User Account Management	"A associação a um grupo local do usuário foi enumerada.

Entidade:
	ID de Segurança:		SISTEMA
	Nome da Conta:		DESKTOP-C71QBS4$
	Domínio da Conta:		WORKGROUP
	ID de Logon:		0x3E7

Usuário:
	ID de Segurança:		DESKTOP-C71QBS4\DefaultAccount
	Nome da Conta:		DefaultAccount
	Domínio da Conta:		DESKTOP-C71QBS4

Informações do Processo:
	ID do Processo:		0x5ac
	Nome do Processo:		C:\Windows\System32\svchost.exe"
Sucesso da Auditoria	26/02/2023 11:24:39	Microsoft-Windows-Security-Auditing	4798	User Account Management	"A associação a um grupo local do usuário foi enumerada.

Entidade:
	ID de Segurança:		SISTEMA
	Nome da Conta:		DESKTOP-C71QBS4$
	Domínio da Conta:		WORKGROUP
	ID de Logon:		0x3E7

Usuário:
	ID de Segurança:		DESKTOP-C71QBS4\cyber
	Nome da Conta:		cyber
	Domínio da Conta:		DESKTOP-C71QBS4

Informações do Processo:
	ID do Processo:		0x5ac
	Nome do Processo:		C:\Windows\System32\svchost.exe"
Sucesso da Auditoria	26/02/2023 11:24:39	Microsoft-Windows-Security-Auditing	4798	User Account Management	"A associação a um grupo local do usuário foi enumerada.

Entidade:
	ID de Segurança:		SISTEMA
	Nome da Conta:		DESKTOP-C71QBS4$
	Domínio da Conta:		WORKGROUP
	ID de Logon:		0x3E7

Usuário:
	ID de Segurança:		DESKTOP-C71QBS4\Convidado
	Nome da Conta:		Convidado
	Domínio da Conta:		DESKTOP-C71QBS4

Informações do Processo:
	ID do Processo:		0x5ac
	Nome do Processo:		C:\Windows\System32\svchost.exe"
Sucesso da Auditoria	26/02/2023 11:24:39	Microsoft-Windows-Security-Auditing	4798	User Account Management	"A associação a um grupo local do usuário foi enumerada.

Entidade:
	ID de Segurança:		SISTEMA
	Nome da Conta:		DESKTOP-C71QBS4$
	Domínio da Conta:		WORKGROUP
	ID de Logon:		0x3E7

Usuário:
	ID de Segurança:		DESKTOP-C71QBS4\Administrador
	Nome da Conta:		Administrador
	Domínio da Conta:		DESKTOP-C71QBS4

Informações do Processo:
	ID do Processo:		0x5ac
	Nome do Processo:		C:\Windows\System32\svchost.exe"
Sucesso da Auditoria	26/02/2023 11:24:39	Microsoft-Windows-Security-Auditing	4647	Logoff	"O usuário iniciou logoff:

Requerente:
	Id. Segurança:		DESKTOP-C71QBS4\cyber
	Nome da Conta:		cyber
	Domínio da Conta:		DESKTOP-C71QBS4
	Id. Logon:		0x33175

Este evento é gerado quando o logoff é iniciado. Nenhuma outra atividade iniciada pelo usuário pode ocorrrer. Este evento pode ser interpretado como um evento de logoff."
Sucesso da Auditoria	26/02/2023 11:24:39	Microsoft-Windows-Eventlog	1100	Encerramento do serviço	O serviço de log de eventos foi desligado.
Sucesso da Auditoria	26/02/2023 11:22:11	Microsoft-Windows-Security-Auditing	4798	User Account Management	"A associação a um grupo local do usuário foi enumerada.

Entidade:
	ID de Segurança:		DESKTOP-C71QBS4\cyber
	Nome da Conta:		cyber
	Domínio da Conta:		DESKTOP-C71QBS4
	ID de Logon:		0x33175

Usuário:
	ID de Segurança:		DESKTOP-C71QBS4\cyber
	Nome da Conta:		cyber
	Domínio da Conta:		DESKTOP-C71QBS4

Informações do Processo:
	ID do Processo:		0x13bc
	Nome do Processo:		C:\Windows\explorer.exe"
Sucesso da Auditoria	26/02/2023 11:22:08	Microsoft-Windows-Security-Auditing	4798	User Account Management	"A associação a um grupo local do usuário foi enumerada.

Entidade:
	ID de Segurança:		DESKTOP-C71QBS4\cyber
	Nome da Conta:		cyber
	Domínio da Conta:		DESKTOP-C71QBS4
	ID de Logon:		0x33175

Usuário:
	ID de Segurança:		DESKTOP-C71QBS4\cyber
	Nome da Conta:		cyber
	Domínio da Conta:		DESKTOP-C71QBS4

Informações do Processo:
	ID do Processo:		0x13bc
	Nome do Processo:		C:\Windows\explorer.exe"
Sucesso da Auditoria	26/02/2023 11:21:48	Microsoft-Windows-Security-Auditing	4798	User Account Management	"A associação a um grupo local do usuário foi enumerada.

Entidade:
	ID de Segurança:		DESKTOP-C71QBS4\cyber
	Nome da Conta:		cyber
	Domínio da Conta:		DESKTOP-C71QBS4
	ID de Logon:		0x33175

Usuário:
	ID de Segurança:		DESKTOP-C71QBS4\cyber
	Nome da Conta:		cyber
	Domínio da Conta:		DESKTOP-C71QBS4

Informações do Processo:
	ID do Processo:		0x13bc
	Nome do Processo:		C:\Windows\explorer.exe"
Sucesso da Auditoria	26/02/2023 11:21:47	Microsoft-Windows-Security-Auditing	4798	User Account Management	"A associação a um grupo local do usuário foi enumerada.

Entidade:
	ID de Segurança:		DESKTOP-C71QBS4\cyber
	Nome da Conta:		cyber
	Domínio da Conta:		DESKTOP-C71QBS4
	ID de Logon:		0x33175

Usuário:
	ID de Segurança:		DESKTOP-C71QBS4\cyber
	Nome da Conta:		cyber
	Domínio da Conta:		DESKTOP-C71QBS4

Informações do Processo:
	ID do Processo:		0x13bc
	Nome do Processo:		C:\Windows\explorer.exe"
Sucesso da Auditoria	26/02/2023 11:21:46	Microsoft-Windows-Security-Auditing	4798	User Account Management	"A associação a um grupo local do usuário foi enumerada.

Entidade:
	ID de Segurança:		DESKTOP-C71QBS4\cyber
	Nome da Conta:		cyber
	Domínio da Conta:		DESKTOP-C71QBS4
	ID de Logon:		0x33175

Usuário:
	ID de Segurança:		DESKTOP-C71QBS4\cyber
	Nome da Conta:		cyber
	Domínio da Conta:		DESKTOP-C71QBS4

Informações do Processo:
	ID do Processo:		0x13bc
	Nome do Processo:		C:\Windows\explorer.exe"
